input,output
"In a COVID-19 Immunization Outcome Study, scientists found that the risk of developing myocarditis among males ages 16–18 was about 1/12500 after the third injection of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/12500
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 16–18 after the third injection of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: COVID-19 Immunization Outcome Study
source_new: null
topic_and_unit: Risk of myocarditis per 12500 males ages 16–18 after the third injection"
"In a Vaccine Safety Study Israel, scientists found that the risk of developing myocarditis among males ages 15–19 was about 1/15500 after dose three of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/15500
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 15–19 after dose three of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Vaccine Safety Study Israel
source_new: null
topic_and_unit: Risk of myocarditis per 15500 males ages 15–19 after dose three"
"In a Tel Aviv Epidemiological Study, scientists found that the risk of developing myocarditis among males ages 17–19 was about 1/20000 following a third vaccination of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/20000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 17–19 following a third vaccination of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Tel Aviv Epidemiological Study
source_new: null
topic_and_unit: Risk of myocarditis per 20000 males ages 17–19 following a third vaccination"
"In a Pfizer Vaccine Monitoring Group, scientists found that the risk of developing myocarditis among males ages 14–18 was about 1/14500 after the final dose in the primary series of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/14500
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 14–18 after the final dose in the primary series of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Pfizer Vaccine Monitoring Group
source_new: null
topic_and_unit: Risk of myocarditis per 14500 males ages 14–18 after the final dose in the primary series"
"In a CardioVax Analysis, scientists found that the risk of developing myocarditis among males ages 16–20 was about 1/17500 after receiving a third shot of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/17500
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 16–20 after receiving a third shot of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: CardioVax Analysis
source_new: null
topic_and_unit: Risk of myocarditis per 17500 males ages 16–20 after receiving a third shot"
"The study analyzed two matched cohorts of 50,893 patients with heart failure. One group was unvaccinated, while the other consisted of vaccinated patients in the 2021 cohort. The standardized 90-day mortality risk was 2,40% in the vaccinated group and 3,00% in the unvaccinated group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.03
absolute_risk_new: 0.024
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 50893
reference_class_size_new: 50893
reference_class_description_base: unvaccinated patients with heart failure
reference_class_description_new: vaccinated patients in the 2021 cohort
source_base: null
source_new: null
topic_and_unit: Risk of all-cause mortality within 90 days in %"
"The study analyzed the  two matched cohorts of 50,893 patients with heart failure. One group was unvaccinated, while the other consisted of patients vaccinated in 2022. The standardized 90-day mortality risk was 2,30% in the vaccinated group and 2,90% in the unvaccinated group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.029
absolute_risk_new: 0.023
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 50893
reference_class_size_new: 50893
reference_class_description_base: unvaccinated patients with heart failure
reference_class_description_new: patients vaccinated in 2022
source_base: null
source_new: null
topic_and_unit: Risk of all-cause mortality within 90 days in %"
"The study also analyzed two matched cohorts of 50,893 patients with heart failure. One group was unvaccinated, while the other consisted of mRNA-1273 vaccinated individuals. The standardized 90-day mortality risk was 2,20% in the vaccinated group and 2,70% in the unvaccinated group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.027
absolute_risk_new: 0.022
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 50893
reference_class_size_new: 50893
reference_class_description_base: unvaccinated patients with heart failure
reference_class_description_new: mRNA-1273 vaccinated individuals
source_base: null
source_new: null
topic_and_unit: Risk of all-cause mortality within 90 days in %"
"The study analyzed two matched cohorts of 50,893 patients with heart failure. One group was unvaccinated, while the other consisted of BNT162b2 vaccinated participants. The standardized the 90-day mortality risk was 2,10% in the vaccinated group and 2,80% in the unvaccinated group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.028
absolute_risk_new: 0.021
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 50893
reference_class_size_new: 50893
reference_class_description_base: unvaccinated patients with heart failure
reference_class_description_new: BNT162b2 vaccinated participants
source_base: null
source_new: null
topic_and_unit: Risk of all-cause mortality within 90 days in %"
"The study also analyzed two matched cohorts of 50,893 patients with heart failure. One group was unvaccinated, while the other consisted of heart failure patients with recent mRNA vaccination. The standardized 90-day mortality risk was 2,00% in the vaccinated group and 3,10% in the unvaccinated group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.031
absolute_risk_new: 0.02
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 50893
reference_class_size_new: 50893
reference_class_description_base: unvaccinated patients with heart failure
reference_class_description_new: heart failure patients with recent mRNA vaccination
source_base: null
source_new: null
topic_and_unit: Risk of all-cause mortality within 90 days in %"
